id	text	A7hmedHussien
1091	مره واحد بخيل سيلوه اذا جا برد ايش تسوي قال اقرب شوي علي المدفيه وسيلوه كمان اذا ااجا برد كثير مره ايش تسوي قال اقرب اكثر علي المدفيه وكمان سيلوه اذا اجا برد مره بارد للموت ايش تسوي قال ساعتها اشغل المدفيه	yes
1092	ام اربعه واربعين رايحه متاخره علي المدرسه ليش لانها تلبس شراباتها	yes
1093	في اثنين محششين مرو علي التفتيش قال السواق لخويه لاتقول شي وتفضحنا خلك ساكت يوم وصلو التفتيش قال الضابط بطاقاتكم قام السواق وحط ايده في جيبه قال خويه والله العضيم ماتدفع ولا ريال	yes
1094	في محشش علق ثوبه علي الباب طاح الثوب من فوق الباب قام المحشش وقال الحمد لله اني مني في الثوب	yes
1095	في واحد ثقيل دم اتزوج وحده ثقيله دم جابوا ولد مسوي نفسه ميت	yes
1096	في محشش مدخل راسه بقاروره يوم سالوه النااس لييه قال رقبتي سداسده	yes
1097	محشش يسوق وابوه راكب جنبه قاله يا ولدي لف يمين رد عليه قاله لف انت ماتشوفني اسوق	yes
1098	محشش قابل محشش بالشارع قال الاول للثاني وين رايح قال ما ادري وردي الثاني وقال انت وين رايح قال ما ادري رد عليه وقال طيب مشينا لا انتاخر	yes
1099	في واحد محشش رجع بيتهم اخر اليل طق باب بيتهم فتحت اخته ويعطيها كف علي وجها وقال لها من وين جايه هالوقت	yes
1100	محشش وقف راعي تكسي قال فاضي قال ايه قال انزل سولف معي	yes
1101	في مدرس محشش دخل في الصف سال الطلاب وش عليكم اختبار قالوا خط قال انتبهو من السيارات	yes
1102	واحديسال صديقه السكران وش اسم اخوانك قال كلهم محمد الا خالد اسمه فهد	yes
1103	اثنين بيحششوا سوا وبيشاهدو التليفزيون نشره الاخبار الاول سال الثاني وقال هيا النشره ليه طولت كذا اليوم رد عليه الثاني باين عليها كذا الحلقه الاخيره	yes
1104	فيه طالب اشتكي ابوه وقال له المدرس كل يوم يضربني قال ابوه بكره نروح ونشوف السبب راح ابوه اليوم الثاني مع ولده وقابل المدرس وقاله ليش تضرب الولد قال المدرس ولدك ما يعرف يكتب كلمه جمل رد الاب وقال للمدرس انت شكلك مجنون تبغي الولد يكتب كلمه جمل اعطيه كلمه عصفور صغير مثله	yes
1105	في واحد محشش صحي من النوم عطشان راح فتح الثلاجه شاف الجلي يهتز قاله لا تخاف انا ابغي اشرب مويه	yes
1106	قروي دخل متحف قعد يلحس الصور ليش يتذوق الفن	yes
1107	في مره دخلو السينما خرجو ليه دخلو الساعه وخرجو الساعه	yes
1108	فراش عمل رجيم ايش صار شرشف	yes
1109	احول يسوق سياره ومعه صاحبه قال له صاحبه انتبه قدامك ما صوره قال الاحول لا تخاف اخش من بينهم	yes
1110	الماني يبغي عياله يذاكرون تتوقعوا ايش قال لهم شدوا حيلكم واذا نجحتوا اجيب لكم المنتخب السعودي تباروه	yes
1111	محشش دخل عزا جلس جنب واحد قاله عزيت قال لا علي الديزل	yes
1112	فيه قرويين يلعبون في الشارع يقولون اللي يندعس مرتين يطلع برا	yes
1113	واحد علي الشاطيء كسلان غرق ولده ينادي ولده بابا بابا بابا قال ابوه روح ياعصمان انت شهيد	yes
1114	في واحد قصير راح عند الخياط وطلب اربعه ثياب وبعد ماخذ الخياط المقاس قال القصيرمتي الموعد لاخذها قال الخياط خذ لفه وتعال	yes
1115	اثنين مهابيل قاعدين يلعبو شطرنج خلصت اللعبه بعد ثلاث ايام كيف انتحر الملك	yes
1116	يقولك فيه شباب في الرياض ودهم يروحون للبحرين بالسياره ومعهم واحد يتعتع في الكلام المهم من يوم مسكوا خط الشرقيه وهو قاعد يقول ا ا يوم انتصفوا في الخط قال اقول نسيت الجواز عصبوا عليه ومسكوا خط الرجعه للرياض ومن يوم مسكوا خط الرجعه وهو يقول تت ت ت يوم قربوا يوصلون للرياض قال ترا امزح	yes
1117	فيه واحد كسول راحت حرمته للسوق ونست مفاتيح البيت يوم رجعت قامت تطق الباب عليهم قال لولده قم افتح الباب الولد رفض كسلان اكثر من ابوه قال للبنت افتحي رفضت قام يتلفت يمين ويسار اخر شيء قال لزوجته ياحرمه انتي طالق	yes
1118	في نخاوله راحو يسرقوا بنك الاول دخل يجيب الفلوس والثاني يستنا في الخارج والثالث راح ينادي الشرطه	yes
1119	صرصور نذل عزم اصحابه علي وجبه داخل بالوعه يوم جو سحب عليهم السيفون	yes
1120	في واحد حط تحت سريره طشت ماء ليه علشان يغرق في الاحلام	yes
1121	خكري ارسله ابوه يشتري خروف سمين	no
1122	فيه قط رافع ذيله ليـش يبي يصفي قناه الم بي سي اف ام	yes
1123	في احول سالوه ايش امنيتك في الحياه قال اني اشوف واحد يمشي لحاله	yes
1124	فيه واحد خكري راح يعزي جماعه قال لهم تري ابوكم مراح يرجع مره ثانيه	yes
1125	في هندي ضربوه الشرطه ضرب واخر شي قام وقال انا في معلوم هذا برنامج صادوه	yes
1126	واحد اسالوه ايش الشيء المشترك بين المراه والصداع قال الاثنين اخرهم حبه باندول اكسترا	yes
1127	واحد محشش اتصل علي ناس قال هذا بيت سعد قالوا لا قال لهم اجل ليش تردون	yes
1128	مره واحد اسموا حسنين كان ماشي في الشارع وفجاه خبط في عامود كل حسن راح في جهه	yes
1129	في عجوز مع سواقها يلحقون سياره اسعاف ليش يحسبونها سياره ايس كريم	yes
1130	طقاقات هنديات يغنون في عرس بدو يقولون كلو نفر كلو زين كلو نفر يركب خيل	yes
1131	ميشيل رجع لبيته حصل زوجته حامل قالها كيف قالت استعنت بصديق	yes
1132	في عيوز زلقت با الحمام قالت العن ام الحركات	yes
1133	احول غمز لواحد دخل بالعمود	yes
1134	بدوي سالوه ايش رايك في الشاورما قال والله حلوه بس القراطيس تسبب لي حموضه	yes
1135	من هو اسرع مخلوق في العالم بدوي معزوم	yes
1136	خياط يبغي يقطع الطريق خذا معاه مقص	yes
1137	مره قرد شاف حاله علي المرايه و قال اللهم لا شماته	yes
1138	في واحد اصلع طلعت له شعره عمل عيد ميلاد	yes
1139	فيه دبوس ترقي صار مسمار	yes
1140	واحد احول اشتري طير كناري احول يبي يحط الكناري في القفص حطه برا الكناري يبي ينحاش دخل القفص	yes
1141	في بعير تزوج بريعصي شنو يابو بعير يمشي علي الطوفه	yes
1142	واحد قليل مروه كسلان تجوز وحده حامل	no
1143	المدرس ماهي الكلمه التي يستخدمها الثلاميذعاده التلميذ لااعرف يااستاذ الاستاذ احسنت	yes
1144	فيه قريه حصل فيها شغب ادي الي المنع من التجول في الليل فخرج اهلها ليتفرجوا علي منع التجول	yes
1145	فيه صعيدي كبر للصلاه شال اللي وري حطهم قدام	yes
1146	فيه اثنين راحوا للبحر الاول صاد والثاني ضاد	yes
1147	حشاش صلي لوحده فاتته ركعه	yes
1148	في جني احول بيدخل في واحد دخل في جدار	yes
1149	واحد سال الثاني ليش اليهود خشومهم كبار الثاني رد عليه علشان الهواء مجاني	yes
1150	اثنين مدراء واحد عام وواحد غرق	yes
1151	اثنين ركبوا طياره واحد طار وواحد طبله	yes
1152	اثنين تسلقوا جبل واحد قدر وواحد صحن	yes
1153	واحد دخل مطعم وطلب واحد مشوي وواحد عصير وواحد رز وواحد يدفع الحساب	yes
1154	فيه حواطي سقطو في اختبار تعبير ليش جاهم السوال عبر عن فتح الرياض كلهم كتبو مطيري انقذ واحد من حريق ليش يبيه يعيش مشوه	yes
1155	فيه حوطي خطف طياره جايه من جده الي الرياض وقال للكابتن ارجع لجده الطياره مخطوفه قال الكابتن اللي يبي يخطف طياره يروح للعراق ايران اي دوله بري قال الحوطي لاني ناسي جوازي في جده	yes
1156	فيه حوطي طلع جوال عايلي دق علي وقال لهم لعببت عليكم تراي عزوبي	yes
1157	فيه سودانين سرقو بنك تعيجزو عند عد الفلوس قالو اي بكره نعرف من الجرايد سوداني انجحو اعياله وشري لهم كوره وقالهم اذا تجحتو السنه الجايه انفخها لكم	yes
1158	فيه حواطي بيشترون الفيصليه اثنين وافقو واحد رفض يشتريها	yes
1159	قروي دخل محل الكترونيات قال لراعي المحل بكم هذا التلفزيون قاله انقلع مانبيع قراوي جا من بكره القروي محلق الشنب ولابس جينز عشان مايعرفه راعي المحل قال بكم هذا التلفزيون قال انقلع مانبيع قراوي جا من بكره القروي لابس عبايه قال بكم هذا التلفزيون قال انقلع مان	yes
1160	واحد سكران راح لعمود نور في الشارع يدق عليها في نص الليل جاه سكران ثاني قال له شتسوي قال ادق الجرس علي بيتنا من زمان ولا فتحو لي تعتقد نايميين	yes
1161	اثنين نزلو البحر واحد صاد وواحد ضاد	yes
1162	فيه عجوز حكت اذنها بمفتاح نتعت فيه	yes
1163	فيه حوطي طاح في البحر ما غرق ليه لانه لوح	yes
1164	فيه حوطي حطو عند بيتهم اشاره صار يسقيها	yes
1165	في زهراني راكب وانيت غمارتين يبي يجيب علبه المناديل من المقعد الخلفي رجع ريوس	yes
1166	فيه خروف بيمزح مع اسد ليش بايعها بتبن	yes
1167	فيه واحد هولي دخل مسابقه فاز بتنور	yes
1168	في واحد حلق رجع اسواره	yes
1169	بطاطسه وهمبرجره وبيبسيه يراكضوا ليش يعملوا وجبه سريعه	yes
1170	في امريكي ومصري وحوطي في طياره جاهم سفاح وجلسهم علي كرسي غريب الكرسي هذا يعرف وش اللي يفكر فيه اللي قاعد عليه واذا شافه كذب يرميه من الطياره علي طول سالو الامريكي عن وشهو اللي يفكر فيه قال انا افكر اخلي اسراييل الدولي العظمي في العالم وسيلو المصري قال افكر في شعب مصر لما يصير غني ولما سالو الحوطي قال افكر قال الكرسي طرباخ	yes
1171	طلاب حواطي عندهم درس تعبير دخل عليهم المدرس وكتب علي السبوره الموضوع فتح الرياض	no
1172	فيه بدوي سبب زحمه في شارع التخصصي ليش مطفي السياره وقاعد يحك اذنه بالمفتاح	yes
1173	فيه مصريه قالت لزوجه وش تشوف في عيوني قال اشوف حب وحنان وسمعت بدويه المصريه وقالت البدويه لزوجها وش تشوف في عيوني قال اشوف غمص	yes
1174	فيه استاد قوم ثنين من الطلاب وقال للاول وش اسمك قال ثلطان وقال للثاني وش اسمك قال ثليمان قال المدرس امشوا للمدير يوم راح للمدير قال شف هذولي يستهبلون ماينطقون اساميهم زين قال المدير وانا وث اثويبهم	yes
1175	فيه راعي قهوه اسمه اصطه محمد دخل واحد يناديه قال يا اصطه محمد وسمعته عجوز قالت حصه المحمد به وانا مدري	yes
1176	فيه لاعبين يلعبون كوره وفيه مشجعين يشجعون لاعب اسمه ريفوا دخل واحد يبي يشجع ولا يدري وش السالفه وقعد يصفق ويقول ريح فول هاهاها	yes
1177	فيه وحده طالعه للبر معه شاهي وكراث وصدفه هبت عاصفه وطار الكراث وقالت ما تروح مني يا لاخضر	yes
1178	فيه عجوز راحت لم زواج وشافته عجوز وقالت مشاء الله منين كنادرك قالت من ماكدونالدز	yes
1179	قروي دخل محل الكترونيات قال لراعي المحل بكم هذا التلفزيون قاله انقلع مانبيع قراوي جا من بكره القروي محلق الشنب ولابس جينز عشان مايعرفه راعي المحل قال بكم هذا التلفزيون قال انقلع مانبيع قراوي جا من بكره القروي لابس عبايه قال بكم هذا التلفزيون قال انقلع مانبيع قراوي قفلت مع القروي ويرمي العبايه وقال لراعي المحل ياخي وشلون عرفت اني قروي قال ياقروي هذا مهوب تلفزيون هذا مكرويف	yes
1180	عتاب راحت حديقه حيوانات شافها القرد قال يلعن ابو الوساطه ياشيخ	yes
1181	فيه اثنين سكارا وواحد حشاش قالالسكران الاول شفتوا البحر الميت	yes
1182	لاعب حظه اقشر سجل هدف ويوم عادوها بالحركه البطييه طلعت اوت	yes
1183	تلميذ رفع ايديه الثنتين للمدرس عشان عنده سوالين زميله اللي بجنبه رفع ايديه الثنتين ويا رجله اليمني ليش عنده ثلاث اسيله	yes
1184	صعيدي قال لاخوه ابوي مات بجلطه المخ قال اعوذ بالله والمخ جاله منين	yes
1185	كان هناك رجل اعمي اصطدم بعمود فقال الله لا يعمينا فيه سفن اب و ميرندا تهاوشوا جاء الببسي يفرق قال السفن اب وخر يالعبد	yes
1186	مره مطوع فتح ببسي طلع الببسي صوت اتس قال المطوع يرحمكم الله	yes
1187	فيه واحد نذل تزوج راح شهر العسل لحاله	yes
1188	مسكت الشرطه ثلاثه مدمنين واحد مدمن هروين والثاني مدمن افيون والثالث مدمن حشيش يبغون يعذبونهم سجنون كل واحد فيهم وحطوا له كميه من النوع اللي هو مدمن عليه وبعد سنه فكوا عنهم يبغون يشوفون حالتهم كيف صارت طبعا مدمن الهروين لقوه مخلص الكميه وميت وحتي مدمن الافيون مثله وجاء دور مدمن الحشيش يوم فكوا عنه يبغون يشوفون حالته اول ما فتحوا الباب طار في حلوقهم وقالهم كبريت يا عيال الذين	yes
1189	في واحد امو ادتو لسواق تكسي علشان يوصلو لمحل وقالت للسواق حق التاكسي لا تتكلم مع هدا الولد علشانو قليل ادب مره قلها طيب والسواق ماشي في الطريق قال الولد ياريت ابويا عصفور وامي عصفوره علشان يجيبو عصفور صغير بعدين قال يا ريت ابويا غزال وامي غزاله علشان يجيبو غزال صغير واستمر علي هذا الحال الي ان غضب السواق وقالو لو ابوك وامك وصخين ايش يجيبو قال يجيبو سواق تاكسي	yes
1190	محشش قاعد يحشش مع امه قال يمه انا احبك قالت لا يا وليدي خلها صداقه	yes
1191	في نذله تضحك في عرس بنتها ليش لانها مرضعه المعرس ولا علمت احد	yes
1192	غبي سالوه وشلون الصيام معك قال يارجال لولا الوضوء كان مت من العطش	yes
1193	سعوديه راحت شهر العسل في لبنان شافت شباب لبنان قالت ياشين العجله	yes
1194	بدو راحو يلعبون بلياردو واحد منهم ركب علي الطاوله وقال انا الحارس محشش سالوه تعرف نانسي عجرم قال هذي وحده من نياق الامير محمد بن سعود	yes
1195	واحد نذل طلب اغنيه من الاف ام قوم اوقف وانت بتكلمني ويهديها لجميع المعاقين	yes
1196	فيه سوداني جاه شلل ما درا الي بعد اربع ايام فيه واحد يسال خطيبته فيه احد لمسك قبلي سكتت قالها زعلتي قالت لابس كنت اعدهم	yes
1197	فيه واحد يشتغل في الشرطه المهم قالوا له نبغاك تراقب المجرم هذا قام الرجال وراقبه يوم دخل المجرم البقاله واشتري بيبسي قام رجل الشرطه واشتري ميرندا وقال لاخوياه بالجهاز هو اشتري بيبسي وانا اشتريت ميرندا عشان تمويه بعدين اشتري المجرم مالبورو احمر قام الرجل واشتري مالبورو ابيض قال تمويه المهم المجرم مسك خط الشرقيه قام رجل الشرطه ومسك خط القصيم قال تمويه	yes
1198	في واحد قالو له ابوك مات قال لا مايسويها الوالد	yes
1199	في واحد علموه اهله الادب والاحترام	yes
1200	محشش يقول انا احب انام بس ما ادري انام يحبني ولا لا	yes
1201	محشش قاعد قدام ستارت غرفته ليه يستنا المسرحيه	yes
1202	تبدا اثنين محششين قاعدين قدام مرايا قال الاول للثاني قوم نسلم علي الرجال الاثنين اللي قاعدين يطالعونا شافو نفسهم بالمرايا يوم قاموو قاله الثاني خلاص خلاص اقعد هم جاونا	yes
1203	شيخ سالوه وش تبي مواصفات عروستك قال ابيها والعياذ بالله مثل اليسا	yes
1204	في سكران كان يتمشي وقفه مطوع وقاله ممكن توصلني واكون لك من الشاكرين قاله السكران صدق الله العظيم	yes
1205	محشش قطع راس خويه وهو نايم بيقعد ومابيشوف راسه وبينهبل محشش كل ما غسل راسه بشمبو حط معه دوده ليش مكتوب ضعه لثواني معدوده	yes
1206	محشش كافر زلق قال بسم الله قال صديقه همانا كفار قال يو استغفر الله	yes
1207	رادو طشت شطرطون بيالات دفتر بو اربعين عصفور محشش يكتب مقاضي رمضان	no
1208	محشش دفن نص جسمه و الباقي لا ليش يصور فيديو كليب انا عايش و مش عايش	yes
1209	واحد سال سوداني قال له ماذا تفعل اذا استيقظت من النوم جاوب و قال اخذ قسطا من الراحه	yes
1210	سوداني انشل قال والله ماغادر اوصف ليكوم شعوري خايف من الفرحه اقوم امشي	yes
1211	مطيري عطي خدامتهم فرشه اسنان وقال شفتي الحوش اكنسيه كله من النذاله	yes
1212	فيه ببسي عض قرد قام المكيف ينقط مرق علي طاري المنقا كم الساعه	yes
1213	محشش يسولف تكرونيه راحت للكوفيره قالت مكيجيني قالت معليش لازم ورقه من المرور	yes
1214	قحطانيه عزمتها لبنانيه قدمت لها كيكه فيها شمعه ردت لها بعريكه فيها كشاف	yes
1215	محشش ضيع امه في السوق راح للعسكري قاله ماشفت وحده تمشي وانا ماني معها	yes
1216	واحد خطف عجوز ووداها لحارس ثانويه البنات قال للحارس اصرف لي فيها بنات	yes
1217	واحد فقير مر من امام الجزار ونظر للحمه بتمعن وقال لها حتروحي النار	yes
1218	في عجوز تنطط فوق الكنب ليش علشان يقولون لها اجلسي يا بنت	yes
1219	ذهب رجل الي البحر فوجد فتاه تغرق وتطلب النجده فقال لها اعطيني يديك فقالت اطلبها من ابي	yes
1220	واحد كسلان تجوز وحده حامل	no
1221	فيه واحد قروي زور فلوس واكتشفوه لانه مزور ورقه	no
1222	فيه واحد ياباني و واحد وداني	yes
1223	فيه قروي توظف في وزاره الحج راح اول يوم وهو محرم	yes
1224	الاستاذ في اي فصل يسقط المطر التلميذ في الفصل الذي ليس له سقف يااستاذ	yes
1225	فيه عازمي بني مسجد شاف الناس اللي يجونه كثير قلب المسجد مطعم	yes
1226	منسم حلق صلعه بالموس وحط راسه في سطل مويه يبي يشوف من وين التنسيم	yes
1227	عازمي رايح يعالج في امريكا ساله الطبيب عن الكوي اللي في بطنه وات از ذس قال العازمي ذس از تش اح	yes
1228	بدوي طلب من بنته تجيبله اشرطه فيديو لما رجعت البنت ودقت الباب سال ابوها منو بالباب قالت انا بنتك قال شو جبتي لنا معاك قالت له العار قصدها فيلم العار قال ادفنوها	yes
1229	عنده بيتين واحد ساكن فيه والثاني احتياط تعرفون ليش علشان اذا احد قال له يخرب بيتك يروح يسكن في البيت الثاني	yes
1230	حب طحنوه	yes
1231	صاحب محل دخلت عنده وحده حلوه وكل شوي تقول له بكم هذا حجي بكم هذا حجي اخيرا طفش منها قال شوفي انا ماحجيت لكني اخذت عمره علشان كذا تقدرين تقولي ياعمري	yes
1232	فيه قريه وفيها حفره كل يوم يطيح فيها عازمي واحد يلحقون عليه والثاني يموت فاجتمع العوازم علشان يبحثون عن حل واخيرا اتفقوا علي انهم يتخذون حل عاجل من احد ثلاثه حلول يشترون سياره اسعاف ويحطونها جنب الحفره او يبنون مشتشفي جنب الحفره او يدفنون الحفره ويحفرون بدلا منها وحده جنب المستشفي	yes
1233	فيه بدوي ينام جنب الدرج ليش علشان اذا طلعت روحه يطلع يجيبها	yes
1234	فيه عازمي لما ينام يحط الساعه في الكبت ويصك عليها ليش يخاف تلدغه عقاربها	yes
1235	عجوز راحت للمستشفي مع ولدها كشف عليها الطبيب وقال امك تعاني من الوحده ولازم تزوجها	yes
1236	واحد عمره خمسين وهم طالعين تقوله امه شفت وشلون ياوليدي لكن الله يعينك وان كانك مالقيت واحد عمره خمسين شفلك اثنين من ابو خمسه وعشرين	no
1237	واحد رمي مراته من الطابق العاشر ماتت قال والله مابتتحمل مزح	yes
1238	واحد كسب مليون ريال واتصل بزوجته وقال لها حضري شنطه الملابس كسبت مليون ريال ردت عليه وقالت الملابس الصيفيه ام الشتويه قال لها مش مهم الصيفيه او الشتويه المهم اني ارجع البيت ما اشوف وجهك فيه	yes
1239	واحد صدع راسه حط عليه جبس	yes
1240	خكري حشش حس بالرجوله	yes
1241	في عجوز تركض وراء صراصير ليش تحسبه تمر	yes
1242	في احول ابوه جاي من السفر سلم علي الشنطه وحمل ابوه ن	yes
1243	واحد عرف رقم ابليس الخلوي فصار يوديله مسجات بسم الله الرحمن الرحيم	yes
1244	في صرصور دش مجمع السيف رايح السينما و شاف داعيه بف باف وقال من اولها رعب	yes
1245	صرصور شاف صديقه في المستشفي قاله سلامات قال الله يسلمك عندنا الوالد مضروب بنعال ه	yes
1246	مجموعه حشاشين قاعدين يحششو داهمتهم مجموعه من الشرطه عملوا حالهم يصلون وكان قربهم نار مولعه قال لهم الضابط بتعملوا ايه قالوا بنصلي طيب والنار دي عشان ايه فقال احدهم دي النار عشان اللي ما بيصليش	yes
1247	قروي غازل لبنانيه قالت له حل عني قال وين الاسيله يا بعد شبدي	yes
1248	كان مره واحد جزار راح يخطب ابو العروسه قال له المهر خمسون الف جنيه قال له الجزار ليه الكيلو بكام	yes
1249	محشش جالس مع مرته وجالسين جلسه حنان وشوي تقول له مرته قول لي كلمه تحسسني بالامان قال لها الحرس الوطني	yes
1250	محشش عوره واحد من اسنانه راح للدكتور وقال له اقلع كل اسناني وخلي هالسن زي الكلب لحاله	yes
1251	محشش بدون شنب قالوله ليش بدون شنب قال طالع علي الوالده	yes
1252	حوطي اول مره يكلم بنت قال لها تصدقين ان صوتك	no
1253	ضب سكران قال لخويه انا اصلا كنت تمساح بس لعبو فيني البنات والشراب	yes
1254	مصرع ثلاث غمد علي اثر اكلهم ثور متسمم الزهارين اعلنو مساوليتهم عن الحادث	yes
1255	محشش قاله ابوه ابشرك جالنا ولد قال بذمتك لا تعلم امي خليها مفاجيه	yes
1256	زهراني انحرق ودوه قسم العظام ليش اخوه عطيه طفاه بكريك	yes
1257	امام زهراني قالن الحريم وراه امين قال انا افدا ذا الصوت علي الطلاق لا عيدها	yes
1258	محشش قال لخويه بالي مشغول قاله خويه يمكن السماعه مرفوعه	yes
1259	حوطي يقول لاهله تتحدوني اتكلم مكسيكي قالو تكلم قال اين كنت يافرناندو	yes
1260	محشش شاف واحد راكب علي حمار ضحك المحشش ساله الي راكب علي حمار ليش تضحك قال اول مره اشوف حمار دورين	yes
1261	عجوز دقت علي جيرانها قال ان الهاتف المطلوب لايمكن الاتصال به قالت اهابس عطني امك	yes
1262	بدو يتعلمون ربط الكرفته اربعه منهم ماتوا وسته بحاله خطره	yes
1263	محشش قرا لوحه القصيم تبتهج قال اله يغربلها وين تبا تهج	yes
1264	واحد عربجي قاله ابوه قم ياوليدي اوط رجولي قال ترا ان قمت وطيت وجهك	yes
1265	محشش سالوه بالمستشفي وش فيك عسي ماشر قال ابد الوالد شوي متوفي	yes
1266	مدرس يسال طالب عربجي يقوله وش بتصير اذا كبرت قال مايبيلها كلام شايب	yes
1267	مدرس سوداني طاحت منه الطبشوره قال للطلاب خلاص نكمل الدرس بكره	yes
1268	واحد محشش مروح بعدالسهره راح مطعم فول و طعميه طلب سنويشه طعميه من غير سلطه طماطم اللي بيعمل السندويتشات مسطول اكثر منه قال له انا ما عنديش سلطه طماطم امعل لك سنندويشه من غير سلطه طحينه	yes
1269	يارايق في زول و ولده في البحر غرق ولده ويقول با ابوي ساعدني وقال الابو روح يا عصمان انت شهيد	yes
1270	اساله اختبار كتبها محشش ايش الشي اللي له عيون ومايشوف له رجلي وما يمشي له جناحين وما يطير عصفور ميت السوال الثاني سياره تمشيم في الساعه قطعت م فما اسم سايق الباص	yes
1271	مطعم سوداني شعاره اخدم نفزك بنفزك وادفع حزابك وزقر الباب وراك	yes
1272	امريكي يسال بدوي قال البدوي والله مافهمتك بس احتياطا كل تبن	yes
1273	غبيه بتفرح زوجها بليله الزواج بعد مادخل قالت انا حامل	yes
1274	خكري راح يشتري دواء لامه من الصيدليه يوم رجع لقاها ماتت قال شف السخيفه	yes
1275	محشش اتصل علي زوجته قالت انت سكران قال يلعن ابو الكاشف ماخلي شي	yes
1276	فيه خمسه صعايده بيركبوا لمبه واحد ماسك اللمبه واربعه يلفون السقف	yes
1277	محشش يقول احسن خمس اشياء بالدنيا ثلاثه الشاهي والقهوه	yes
1278	غبي قالوا له في الصين كل دقيقه ينولد واحد قال هذاوالله التطور مو حنا الواحد يقعد شهور	yes
1279	محشش يسال واحد وين ولدت قال بالمستشفي قال المحشش ليه سلامات كنت مريض	yes
1280	غبي تعلم كلمه فجاه راح للبقاله قال عطني بيبسي وفجاه عطني دخان	yes
1281	ملقوف طردوه من ليه كل مااتصل عليه واحد يبي رقم قال وش تبي فيه	yes
1282	غبي قال لولده اطلع واسقي الزرع قال ولده يبه الدنيا تمطر قال الغبي مو بعذر خذ شمسيه معك	yes
1283	فيه تكرونيه قالت لصديقتها صاحبي يبدا اسمه بحرف الالف قالت احمد قالت لا ابودي	yes
1284	فيه سمراء حملت عشر شهور ليش تسعه حمل وشهر تحميض هاي	no
1285	فيه وحده تبي تتعلم سواقه السيارات دخلت مدرسه تعليم المهم اول يوم ومع المدرس قالت كيف امشي بالسياره قال ارفعي رجلك اليسار عن الكلتش وحطي اليمين علي البنزين قالت واذا حبيت اوقف قال العكس قالت طيب واذا رفعت الثنتين قال لها تجيك الرخصه علي البيت لول	yes
1286	فيه وحده اسرايليه تتحرش بوحده فلسطينيه قالتلها الفلسطينيه تروحي من هنا ولاانزلك خبر عاجل في الجزيره	yes
1287	اثنين محششين جالسين قدام المرايه قال الاول قم نسلم علي اللي جالسين هناك ولما وقفوا قال الثاني اقعد اقعد جو جو	yes
1288	واحد محشش راجع البيت متاخر فتحت له اخته الباب ضربها كف قلها توك راجعه	yes
1289	واحد محشش وقفته الدوريه وركبته معاهم في السياره ولمن ركب قلههم بالله لا تتعبوا نفسكم ترا البيت قريب	yes
1290	في محششين في خيمه بالبر المهم بعد ما انسطلوا طلب واحد منهم ولاعه عشان يدخن قالوا مافي ولاعه اطلع دور يمكن تلقي المهم اخونا اخذ لفه علي الخيمه ورجع دخل علي نفس الخيمه خويانه وسلم عليهم وقال ممكن ولاعه يا شباب قالوا له استرح طال عمرك في واحد راح يجيب ولاعه وبجي	yes
1291	محششين مسلحين مسكوا واحد وقالوا له انت معانا ولا مع الثانيين قال معاكم معاكم قالوا لكن احنا الثانيين	yes
1292	محششين قاعدين في جلسه دخل عليهم واحد وقالهم حرام عليكم قالوله وعليكم الحرام ورحمه الله وبركاته	yes
1293	مره بس فات علي خماره وسكر لما طلع قال الله يلعنها من سكره هي ميو ولا نيو	yes
1294	مره واحد اصلع مات ابوه نتف شعر رجليه	yes
1295	واحد دلوع واقف وراء الامام بالصلاه فالامام بقول استقيموا واعتدلوا فقال اوكي حياتي جاهزين	yes
1296	فيه تيس يقول لامه ماء وين باء قالت امه امباع	yes
1297	مره صرصور اتقاتل مع ام اربعه واربعين ذبحته شلاليت	yes
1298	واحده دخلت الحمام واتزحلقت قالت فاول	yes
1299	مره بدوي حب يتطور شرب القهوه بالمصاصه	yes
1300	واحد طفيلي قالت له مرته اشتريلنا فيديو قال لها يا مراه تانشوفلنا بيعه للتلفزيون بالاول	yes
1301	مره واحد باع اللي وراه واللي قدامه واشتري اللي جنبه	yes
1302	واحد رمي يمين الطلاق علي مراته ما جاش فيها	yes
1303	في صرصور لابس كرفته ونظاره شمسيه وشنطه سامسونايت وقف سياره تاكسي وقال بالوعه المريدين لو سمحت	yes
1304	بس لاحق بسه دعستها سياره حكالها بتستاهلي خلي الشرف ينفعك	yes
1305	خبر عاجل انفجار علب بف باف في عمليه استشهاديه نفذها صرصورين داخل دكان	yes
1306	كيف اكتشفوا جنون البقر شافوا بقره ماشيه بالشارع وبتقول انا بطه انا بطه	yes
1307	مره صرصور بيجري وراء سياره مجاري سالوه ليش قال ابن الكلب شفط الاهل وراح	yes
1308	شو هو اخضر علي اخضر علي اخضر ضفدع قاعد علي العشب بعد دولارات	yes
1309	واحد يده مقطوعه يرقص سالوه ليه ترقص قال انا ما ارقص انا احك ظهري	yes
1310	بدوي اتصل مع ابوه من امريكا وقال يابه اتزوجت وجاني ايدز الاب وليش ما سميته علي اسمي فلاح	yes
1311	الاول قتلت بالامس ثلاث ذبابات اثنتان اناث وواحد ذكر الثاني كيف عرفت الاول الاناث كانت امام المراه والذكر امام الطعام	yes
1312	احول ماشي في جنازه امه بيقول اه يا خالتي	yes
